0 200 4014.706415 7868.785672 7764.583 6798.877759 4511.489678 5338.20843 6109.679119 3453.159144 6832.501375 3490.380277 5686.40007 8628.42124 2156.431291 7335.468663 3274.55784 3467.118138 9244.421551 5372.514522 5420.612372 6032.760806 3614.85681 9413.819928 5781.374198 6976.291901 4266.586707 3013.197353 2532.91701 6122.451797 11196.24505 3339.455443 2610.825879 3295.67814 2078.495033 3176.728996 2573.897176 1343.701686 2488.401285 4552.552123 3110.978567 2823.704358 2835.762755 6058.504048 3824.074894 2713.492027 4215.683266 4691.290703 3012.917432 4625.413045 2753.366207 3798.43452 11574.06487 5212.90245 10615.1129 5756.729432 4520.303094 4980.738831 5340.019272 9476.896169 5711.883233 7505.758742 4926.540945 3516.069226 5090.621096 5536.772219 3200.535369 5638.971954 4931.628293 6542.363113 1403.66964 1985.111956 5591.276495 5245.657609 7188.314639 4105.581985 3952.794773 3936.447088 6079.38586 5184.705567 6334.922219 5848.224457 6137.567544 8371.109013 5142.238207 5967.009177 6596.114456 5268.297679 6665.986234 5564.12684 2584.208631 4798.984313 4451.997138 5052.113196 5842.471897 5363.191315 6849.146987 4923.851401 4966.959621 4423.918264 5769.381001 7958.788539 5302.632151 10391.02606 4108.762035 2459.173993 3653.764873 3893.893125 6254.932727 3335.009006 7017.351148 5669.018957 3347.244316 5142.201165 4582.485434 7781.179487 2981.440186 5217.172801 5256.777052 9262.223853 6084.110136 4895.388774 3698.231413 6742.200458 3704.634662 10848.92719 4315.073277 5290.682634 3241.442253 5850.306865 7515.500936 4231.148462 5083.433056 4131.58674 5451.795701 4824.4851 7257.860014 2322.335493 2832.47241 5343.357719 6556.321364 2012.938377 2786.29337 8047.7972 1762.992628 6020.41812 5286.432849 6054.481002 4312.68704 6934.17259 5389.232832 3557.888284 7124.403111 7482.282305 7484.976812 11902.54871 3411.757219 5087.393841 4947.205802 10039.94568 4414.907712 5277.966298 3222.46018 5619.567033 3726.972588 2497.350702 5258.901068 5552.688579 3740.670079 6684.590174 4755.889545 4769.887819 5027.627068 7714.388668 4774.148679 6669.107112 1455.364481 4891.57098 4001.09021 6299.180503 4291.396306 4409.99908 4929.740705 7397.979473 2275.824037 5786.082227 5231.27106 6450.039236 5832.743125 2577.905334 2614.591735 9009.58443 3849.116424 4650.718653 1745.633694 3090.349451 4382.362657 4835.112143 8730.761886 2766.036741 5895.769263 2396.581423 
100 200 3688.481592 8559.515741 8128.605774 7220.668485 4796.205605 5650.15834 5984.466391 3004.987835 7307.754336 3060.671225 5803.201039 10276.36033 1375.888264 7457.218846 2498.339838 2223.582753 10236.2004 5694.927782 4659.804666 6664.428485 2600.938883 9832.019118 5842.417175 7955.085332 3453.259565 2623.615656 1963.942305 6312.010163 12245.11593 2120.173681 1508.214849 3138.71726 1388.367927 2225.891265 1950.80962 609.4471759 1660.716751 4221.412681 3041.05473 2929.877642 2880.920263 6127.305849 4397.86519 2325.823792 3989.324158 4473.050833 2571.948735 3917.730872 1978.440016 3252.728776 13991.98752 5587.666414 13618.65199 5706.426034 3977.493965 5156.344629 5274.073636 11334.50359 5053.005537 8526.259755 4607.709136 3794.883906 5530.462578 5265.624576 2623.46327 6609.558083 3829.037235 7124.889608 429.2118986 990.788283 5918.604308 5431.96032 7494.746518 4133.267656 3919.794335 3613.43183 5987.090211 5020.473084 6760.119976 6140.008295 6217.814421 9764.987976 4557.544854 6369.714745 6402.42089 5650.403658 6766.771342 5148.572714 2573.041891 3712.165361 4428.293063 4116.714703 6170.128962 5454.366509 7867.479626 5872.920892 5830.470399 4764.730832 5556.943756 9324.666564 5298.800539 11994.39643 3173.120288 1375.043121 3166.812387 3272.835305 7087.776732 3071.780671 7451.83711 4882.616247 3418.930099 4462.635011 4275.571299 8981.330666 2678.246501 5207.675207 5964.99087 11039.99988 6417.635344 4204.933879 2574.47907 6444.112326 3125.63562 12724.47169 3713.013059 5149.068462 3139.868438 6202.918874 8721.179015 4679.899414 4677.296638 2811.880832 5168.040992 5148.799655 7786.415494 1977.017858 2152.671139 5628.654687 6088.615473 1152.351606 2175.238137 8723.060921 616.630073 5544.615317 4706.585196 5643.101335 4165.739164 6962.230642 5804.926177 2535.274749 8050.068953 7976.586676 8350.915603 13502.32614 2758.72419 3984.899976 5045.019043 11568.75105 4385.42807 5232.670478 3021.286712 6062.16355 3784.093589 1496.971826 4945.728444 5316.299617 3013.192785 6991.290894 4085.005738 4650.341128 4189.285266 8630.411925 4795.089739 6367.466952 581.85859 5321.094478 4474.065408 6984.185614 3987.309875 4513.555507 5279.300976 8180.641427 1606.344348 6744.993517 6088.092124 8240.530325 5758.14754 2251.005299 2495.833848 9768.931708 4273.735348 4064.038091 774.8904964 2321.792395 3790.508318 4160.48272 9273.098199 2276.016135 5652.115737 2032.268742 
200 200 3474.024076 9102.917277 8330.937605 7725.298715 5115.575714 5786.962679 5925.281413 2517.186191 7550.845588 2531.541758 5833.253805 11950.98403 707.0228414 7554.311527 1752.698712 1246.359056 11012.11416 6000.496565 3949.487469 7237.616642 1777.731543 10086.11579 5869.36856 8717.107384 2855.035019 2138.743369 1342.351476 6421.165169 13257.38444 1069.947225 693.4938407 3027.276864 824.7691247 1332.246512 1451.749232 12.11855189 837.8898042 3919.712287 2840.347665 2871.417947 2856.009219 6205.350959 4962.983315 1962.029228 3632.291153 4176.789923 2160.09161 3255.051525 1287.032784 2796.189597 16310.50245 5723.746468 16602.67822 5647.097618 3608.560141 5470.498735 5181.219331 13081.22416 4260.893931 9494.823236 4184.28367 4146.006587 5803.726262 4989.354179 2087.316373 7402.211354 2821.49682 7815.647537 8.034423746e-16 180.5175548 6160.295911 5525.794063 7780.232369 4325.188973 3717.958664 3213.05378 5879.140648 4919.809709 7243.815355 6236.78755 6158.257111 11163.6864 4022.171228 6784.648363 6186.776683 6115.567947 6863.375518 4695.063459 2646.003848 2796.147747 4412.246601 3178.333944 6424.5741 5414.694813 8721.732357 6720.898472 6668.467236 5038.799095 5424.509206 10737.97259 5205.97377 13498.19693 2459.298228 387.8660016 2733.089248 2689.979884 7940.615372 2774.054681 7870.753658 4193.279384 3546.748638 3723.826228 4061.367935 10146.21389 2402.683406 4972.175455 6620.518112 12803.24322 6580.703613 3584.347615 1610.300492 6005.931517 2497.267038 14536.45531 3073.591005 5003.680567 3125.88944 6460.835409 9976.864146 5001.0257 4336.22783 1782.054647 4997.159084 5458.538807 8162.060971 1607.87258 1557.506389 5935.607555 5550.704834 498.6001334 1640.412255 9337.618108 1.096883856e-15 5017.67094 4076.93807 5069.789674 4045.469514 6892.617915 5990.421954 1709.054934 8975.063489 8482.811093 9332.055278 15165.38594 2210.864956 2957.235507 5263.65374 12924.92589 4279.730233 5054.98522 2658.21329 6359.393385 3786.215156 733.1624332 4638.505902 5048.511105 2411.388657 7237.650432 3263.408911 4491.979609 3305.38362 9596.527081 4916.838119 5895.933856 21.70523495 5762.146829 4845.123705 7520.795911 3598.18538 4679.403166 5636.947869 8818.466284 908.3400929 7585.590224 6880.288186 10145.16658 5742.795308 1935.236818 2475.469924 10395.42462 4784.814378 3411.021119 21.12180271 1531.432812 3226.844484 3734.194052 9726.735813 1658.672662 5511.277407 1668.359042 
300 200 3348.24462 9592.419498 8490.080262 8319.253451 5550.447748 5696.437383 5977.641779 1809.535071 7583.36936 2012.894424 5794.05247 13610.48091 141.3227912 7577.306722 1001.022355 446.2489949 11722.07053 6396.725191 3179.245169 7714.470304 1071.36617 10367.1415 5758.030205 9362.868441 2291.074244 1450.623512 686.2401135 6538.823903 14274.82252 142.2629027 24.06820094 2644.359751 313.6070557 492.577679 978.4910636 5.958948243e-16 32.850813 3563.116828 2423.332235 2617.112902 2701.092689 6365.623757 5517.939902 1390.900543 3259.985235 3930.201047 1547.28612 2548.992554 625.0058057 2342.034376 18614.84936 5790.997457 19603.06624 5557.800008 3332.68364 5566.909777 5082.232689 14772.05371 3487.545742 10282.38891 3632.924685 4324.657747 5940.357541 4678.776147 1579.829932 8158.369461 1889.931715 8555.533419 8.034423746e-16 0 6423.105968 5591.925232 7961.590013 4533.869106 3395.932616 2705.983775 5762.54251 4886.341033 7698.9221 6171.201661 5880.140538 12614.83385 3501.913599 7244.645447 5953.301941 6731.843854 7001.005283 4216.066763 2624.595017 1968.493566 4367.326073 2180.911614 6710.457814 5241.119732 9477.690182 7718.639411 7297.104075 5136.980919 5325.927449 12259.53344 4983.807886 15082.93744 1796.961002 3.180230792e-16 2264.532305 2029.551768 8810.398197 2287.013277 8364.104052 3485.956466 3576.206897 2895.367946 3855.96645 11373.79892 2128.585502 4560.48806 7167.799438 14679.57523 6717.679094 3070.848617 749.9502157 5504.863563 1885.61452 16421.62051 2300.177037 4954.029873 3162.235742 6658.050659 11293.4027 5295.008153 4009.191759 894.5024015 4865.380318 5749.223687 8439.266446 1177.528821 961.2197898 6304.781398 4963.930808 2.269143175e-16 1128.881212 9919.669925 1.096883856e-15 4425.966563 3475.236895 4323.84937 3950.329016 6802.05356 6052.422769 1020.404247 9946.831831 9125.546083 10392.33657 16916.77098 1526.213713 1985.212935 5583.330644 14273.82828 4094.729225 4902.635273 2077.733415 6495.268138 3587.648109 100.8773989 4373.055879 4727.766761 1828.486697 7514.48299 2284.682756 4323.037533 2314.388033 10626.02022 4846.095733 5329.034452 0 6170.646731 5231.945325 8069.249621 3164.246777 4845.366396 5950.636514 9448.979377 308.2690813 8289.288712 7850.185107 12301.40242 5723.620813 1636.891429 2277.099451 10963.64778 5276.708886 2632.935055 2.941650166e-16 777.4361375 2649.226506 3376.704825 10222.11774 924.6000737 5474.944213 1078.513007 
400 200 3136.831814 10012.50827 8602.533104 8886.424507 6082.37551 5424.219494 6066.454897 973.0371827 7454.917654 1345.109955 5817.61262 15273.53158 5.578227876e-16 7485.756774 261.9981193 0 12431.94795 6884.037668 2379.542937 8130.96195 431.4493854 10720.82755 5564.783095 9849.60426 1669.863578 682.9461849 138.2408067 6451.79976 15157.65923 2.585080006e-16 2.953571465e-16 2017.413776 5.133711269e-16 4.879349832e-16 436.8390366 5.958948243e-16 7.938149978e-16 3153.0534 1892.72212 2118.467666 2408.743396 6670.011147 6049.150205 699.1367274 2962.102893 3743.148424 756.0137895 1810.849266 0.7839810861 1803.85889 20827.48579 5910.136374 22672.54203 5378.974789 3075.859696 5591.81451 4935.608373 16380.2683 2702.492014 10866.40612 2984.980418 4389.950252 6019.174689 4319.748882 1016.215022 8897.078981 1035.804953 9221.064511 8.034423746e-16 0 6650.025559 5610.199891 8022.567589 4601.872644 2954.493639 2055.362911 5657.892575 4823.523898 7925.211656 5903.664379 5483.502952 14101.78692 2848.829551 7803.993811 5697.13426 7490.758868 7194.79779 3725.818094 2530.865368 1195.013258 4247.419008 1306.831247 7062.214875 4922.967762 10040.09817 8634.239498 7934.263983 5285.005065 5206.061891 13893.20771 4617.214064 16703.07533 1144.761978 3.180230792e-16 1823.07807 1201.915271 9581.206899 1784.129873 8821.446881 2702.916123 3499.106963 2071.499615 3639.921926 12603.17594 1824.68669 4080.88642 7668.281581 16587.60902 6858.651358 2655.486349 18.4994844 4906.581092 1292.769154 18283.23846 1444.843045 4863.360067 3173.534521 6749.757346 12724.59143 5703.001817 3654.612598 220.7898109 4788.521261 5918.138579 8550.026394 759.4026001 393.9952312 6776.870286 4378.618707 2.269143175e-16 644.0319387 10498.72306 1.096883856e-15 3772.871255 2913.570743 3456.352131 3886.885891 6686.908776 6097.564314 453.5285853 10946.02266 9927.308978 11270.7922 18706.7542 893.0262069 1080.426585 5975.114655 15664.78097 3864.53804 4794.063773 1366.463571 6577.85457 3081.718837 4.928805142e-16 4118.542651 4358.263715 1200.391998 7984.051948 1314.804252 4022.562226 1181.61428 11809.86911 4752.475766 4663.401472 0 6722.640515 5687.457144 8703.278 2694.056593 5035.29089 6085.673103 10063.06514 0 8980.995253 8917.922167 14652.38849 5671.48637 1380.213252 1971.745645 11467.45241 5541.230912 1692.602086 2.941650166e-16 124.6122794 2043.56732 3034.726851 10704.72056 268.3147971 5187.970595 359.6069776 
500 200 2885.464069 10413.74376 8575.552415 9396.85904 6564.787964 5053.08734 6086.060369 245.5316858 7238.628763 612.0305262 5783.307311 16907.73388 5.578227876e-16 7219.484211 7.868071053e-16 0 13151.57985 7420.57337 1583.161067 8583.732664 1.385055942e-15 11101.6028 5301.630121 10262.64496 843.2539726 12.29593945 4.683825714e-16 6376.314041 15871.39559 2.585080006e-16 2.953571465e-16 1398.941252 5.133711269e-16 4.879349832e-16 4.901764446e-16 5.958948243e-16 7.938149978e-16 2689.773144 1295.194933 1534.127973 2063.967524 7150.51816 6552.976265 2.949886929e-16 2652.411784 3686.251342 34.21800083 1078.512593 8.203162136e-16 1069.028881 22816.96948 6110.495252 25923.65374 5272.38303 2748.717706 5589.564835 4649.464777 17790.093 1859.645056 11376.80232 2302.075006 4287.949058 5891.129546 3900.92469 311.4286535 9619.235128 317.2852825 9870.652063 8.034423746e-16 0 6848.259857 5514.046213 7977.092097 4485.957789 2503.869608 1367.152612 5479.92681 4604.461285 8003.456017 5498.496111 5160.571829 15562.70038 2069.67706 8443.693301 5419.434325 8430.002821 7254.94148 3203.119274 2336.70728 446.7088784 3973.507647 534.4849967 7744.875934 4502.295245 10493.54738 9425.143352 8660.153609 5355.47863 5108.734815 15637.11295 4268.128176 18368.04558 472.6744393 3.180230792e-16 1328.286147 411.5233285 10411.34848 1303.864787 9280.380157 1861.508035 3177.248277 1303.509222 3398.787196 13394.8413 1339.199357 3531.119413 7874.254076 18729.5545 6878.62286 2305.245249 8.258385813e-16 4141.797923 745.5777283 20384.03669 526.0736825 4689.643283 3000.296609 6698.592088 14385.87369 5963.045132 3160.240838 8.835247985e-16 4602.262982 5841.493423 8574.911385 316.6592075 8.1276372e-16 7362.597474 3771.913616 2.269143175e-16 145.29678 11033.82754 8.384129433e-16 2955.955543 2177.233464 2464.160264 3868.769354 6539.672694 6140.279718 9.359814315e-16 11940.92451 10852.91241 11953.76188 20594.29487 248.2105052 339.7230241 6406.322531 17161.73335 3488.245597 4662.572784 446.9952345 6409.299909 2360.180589 4.928805142e-16 3951.675204 3930.411468 578.0925658 8466.208744 397.728785 3513.408929 62.35368176 13238.00192 4631.177247 3881.54094 0 7240.52956 5940.245794 9284.375909 2173.817892 5271.101738 6155.473105 10656.53105 0 9725.852475 10029.69931 17442.18675 5540.303455 1191.379101 1559.28297 11934.77727 5626.733012 610.4027154 2.941650166e-16 2.567704589e-16 1387.895452 2658.581406 11169.74474 1.132967887e-15 4677.502159 0 
600 200 2553.60431 10915.34916 8306.209272 9875.790165 6939.937738 4664.794743 5798.033467 5.948954801e-16 6920.812493 13.50552745 5558.59788 18316.86081 2.37769834e-16 6774.316448 5.142859129e-16 0 13762.32077 7866.189523 782.774962 8926.862656 1.385055942e-15 11448.41936 4941.399126 10606.68661 45.2450292 4.815008551e-16 2.332081049e-16 6337.125902 16599.36462 2.585080006e-16 2.953571465e-16 803.6209128 5.133711269e-16 4.879349832e-16 2.454810821e-16 5.958948243e-16 5.143443058e-16 2188.102857 532.6470738 722.4524429 1458.808844 7744.840603 6706.765173 2.949886929e-16 2274.753574 3569.01934 1.775208485e-15 335.3303973 8.203162136e-16 373.273489 24705.79014 6294.324815 29585.305 5254.664559 2333.582569 5576.902388 4187.142959 19060.46414 933.3295175 11765.91452 1582.147604 3972.409408 5414.944691 3322.814201 1.133187747e-15 9817.793946 5.110997612e-16 10266.48848 8.034423746e-16 0 6762.011019 5294.35246 7822.386944 4129.183353 1962.981682 596.4497205 5380.454491 4167.44996 8037.412423 4873.680054 4878.359191 16957.90381 1290.045991 9088.855036 4938.604938 9343.242758 7312.621783 2651.765372 1882.378296 5.084764706e-16 3514.05944 0 8134.583738 3878.658461 10977.54838 9698.830844 9512.241117 5253.301325 5005.75961 17453.08812 3929.132325 20215.19625 1.088305132e-15 3.180230792e-16 801.4210128 8.070197855e-16 11108.05245 830.6898547 9500.614034 997.6975616 2811.485256 630.5260699 3132.684025 14119.79827 690.5790035 2896.816972 7745.175421 21014.11284 6799.039923 1880.420825 8.258385813e-16 3182.399539 252.4043544 22298.19636 5.715905496e-16 4468.548878 2577.024311 6612.646916 16060.25274 6045.130469 2478.36376 8.835247985e-16 4212.407789 5482.565232 8620.320678 2.823671598e-16 8.1276372e-16 7994.471681 3140.311306 0 5.312244529e-16 11529.79353 8.384129433e-16 2023.875762 1436.824021 1480.552746 3914.556296 6336.459105 6207.82019 9.359814315e-16 12734.92901 11697.08974 12487.28563 22585.35374 0 8.102564292e-16 6830.810031 18760.42991 3065.11708 4535.366446 2.43653142e-16 6062.144516 1565.760932 4.928805142e-16 3858.013248 3416.018516 3.459111331 8923.312404 1.716338352e-15 2707.765109 0 15008.0721 4419.719975 3066.117163 0 7534.379226 6113.012555 9744.011946 1501.016409 5561.811629 6180.452138 11348.08908 0 10224.05865 11163.81786 20572.87485 5252.442059 886.2519139 959.7567333 12413.85326 5626.112712 1.478492559e-11 2.941650166e-16 2.567704589e-16 710.2388889 2202.99246 11657.17008 1.132967887e-15 3927.480602 0 
700 200 2032.655751 11283.54518 8025.78066 10327.12218 7333.531444 4240.452522 5236.254756 5.948954801e-16 6481.697514 1.464900759e-15 5257.234768 19693.52703 2.37769834e-16 6231.397146 5.142859129e-16 0 14409.31328 8312.953414 50.15994951 9136.287632 1.385055942e-15 11818.6643 4418.833032 10995.65496 1.647660135e-15 4.815008551e-16 2.332081049e-16 6339.731467 17272.84922 2.585080006e-16 2.953571465e-16 250.5510946 5.133711269e-16 4.879349832e-16 2.454810821e-16 5.958948243e-16 5.143443058e-16 1753.793306 1.018616328e-15 5.279574849e-11 690.6501219 8120.693558 6832.637279 0 1811.778125 3288.385921 1.412905962e-15 1.628489335e-15 8.203162136e-16 1.084544126e-15 26530.418 6406.670436 33680.23756 5015.339884 1824.993005 5570.253848 3642.535484 20527.40916 140.3990117 12151.28714 906.6489088 3560.761197 4838.22336 2565.053256 1.133187747e-15 9878.803722 5.110997612e-16 10451.82667 8.034423746e-16 0 6518.89539 4923.343568 7505.76126 3548.960615 1413.631646 8.521942762e-16 5213.582026 3593.698026 8041.714341 4179.491911 4372.372613 18272.33249 645.8783681 9756.992774 4204.542243 9956.431273 7185.731851 2032.872315 1343.312251 5.084764706e-16 2891.002601 0 8293.713064 3192.892162 11509.12049 9750.873881 10487.68832 5107.623299 4591.012219 19165.11877 3580.258884 22052.99533 1.088305132e-15 0 246.766377 8.070197855e-16 11751.57649 266.6151813 9385.546073 233.302569 2351.194206 73.16200979 2813.96254 14750.49946 57.08886165 2247.940717 7561.376711 23486.8184 6720.517276 1450.106223 8.258385813e-16 2084.821215 4.949032017e-16 24190.8665 5.715905496e-16 4140.909641 1731.458356 6429.597037 17837.1618 6104.795399 1439.220514 8.835247985e-16 3605.446351 4893.151142 8741.23258 2.823671598e-16 8.1276372e-16 8775.697209 2490.910503 0 5.312244529e-16 12080.06073 5.73562573e-16 1141.744261 664.4826756 539.402016 3774.995243 6057.24111 6153.353794 9.359814315e-16 13500.77518 12217.62436 12954.93332 24766.71952 0 5.705191254e-16 7252.228192 20121.25803 2539.018248 4434.981027 2.43653142e-16 5689.30571 807.0707626 2.342663688e-16 3710.442487 2699.188672 5.159878957e-16 9286.37442 1.363580543e-15 1736.448056 0 17051.62427 4078.719808 2196.587893 0 7659.58679 6237.242632 10132.1933 819.672531 5939.934583 6128.355849 12126.16108 0 10596.4039 12242.74427 23861.16372 4613.083081 384.4073783 251.5825312 12974.63714 5511.701338 3.199259365e-16 2.941650166e-16 2.567704589e-16 72.01076666 1725.821837 12078.69589 1.132967887e-15 2960.440021 0 
800 200 1167.852443 11648.13952 7837.910661 10755.81284 7760.881637 3718.039782 4325.867165 5.948954801e-16 6008.828439 1.464900759e-15 4889.812338 21204.37486 2.37769834e-16 5513.623749 5.142859129e-16 0 14819.06492 8912.008379 9.522099477e-16 9293.863406 1.385055942e-15 11966.1146 3750.671078 11210.38653 1.647660135e-15 4.815008551e-16 2.332081049e-16 6395.674999 17850.64736 2.585080006e-16 2.953571465e-16 7.631067929e-16 5.133711269e-16 4.879349832e-16 2.454810821e-16 2.869156895e-16 5.143443058e-16 1178.957179 3.17138321e-16 2.469686795e-16 5.72621437e-16 8382.900629 6953.747371 0 1234.853311 2886.728639 1.412905962e-15 1.628489335e-15 8.203162136e-16 7.614647208e-16 28360.51967 6497.966913 38237.19214 4643.052872 1252.276718 5420.001204 2851.44391 21989.43203 0 12476.83477 244.6963987 3079.864911 4172.083904 1658.001891 8.479640278e-16 9699.40525 2.662911747e-16 10539.82795 8.034423746e-16 0 6080.068768 4323.941125 7127.247518 2738.564257 843.6227122 8.521942762e-16 4992.826187 2945.192499 7858.672985 3385.363485 3689.486686 19691.26222 155.2603061 10589.56575 3451.891396 10377.66785 6719.82426 1304.613262 710.2277913 5.084764706e-16 2155.013117 0 8316.421424 2386.074107 12052.46162 9763.770349 11375.65886 4951.10567 3981.907098 20779.76273 3195.465892 24083.6836 1.088305132e-15 0 1.480664474e-15 8.070197855e-16 12494.48064 4.813654102e-16 9102.860649 1.330637959e-15 1450.455039 6.000432206e-16 2360.929435 15088.08633 7.448770069e-16 1637.616065 7484.058505 26395.98655 6638.202936 987.8703446 8.258385813e-16 1007.423607 2.636140212e-16 26093.73229 5.715905496e-16 3717.866983 741.6354267 6196.700464 19745.94508 6090.483298 437.8210005 8.835247985e-16 2693.00659 3966.953737 9028.271792 2.823671598e-16 8.1276372e-16 9566.998373 1734.538473 0 5.312244529e-16 12668.19604 5.73562573e-16 381.0323991 35.5752638 2.30408633e-16 3558.044563 5655.985383 6055.028054 9.359814315e-16 14351.61612 12208.96127 13399.47411 27311.30962 0 5.705191254e-16 7623.201658 21388.98014 1871.053939 4194.607398 2.43653142e-16 5263.199534 30.34710296 2.342663688e-16 3436.244708 1806.987665 5.159878957e-16 9570.329 1.363580543e-15 817.3670836 0 19339.10457 3531.96117 1165.973916 0 7769.279429 5848.632778 10455.94061 174.3839294 6291.740351 5913.936875 13105.42506 0 11036.67148 13249.21396 27016.16344 3624.99746 5.65876538e-16 5.386117002e-16 13695.85787 5355.928533 3.199259365e-16 2.941650166e-16 2.567704589e-16 2.719012854e-16 1161.108 12498.39691 1.132967887e-15 1960.833121 0 
900 200 193.0026405 12004.44325 7746.705941 11132.96812 8346.246103 3040.214877 3349.763803 5.948954801e-16 5480.275227 1.464900759e-15 4488.299916 22860.26753 2.37769834e-16 4701.970102 5.142859129e-16 0 15016.90583 9398.008448 9.522099477e-16 9348.465971 1.105846153e-15 12037.04064 2824.986133 11207.53253 1.387426726e-15 4.815008551e-16 2.332081049e-16 6472.767797 18369.14227 2.585080006e-16 2.953571465e-16 7.631067929e-16 5.133711269e-16 4.879349832e-16 0 2.869156895e-16 5.143443058e-16 515.1494213 3.17138321e-16 2.469686795e-16 5.72621437e-16 8531.244379 7136.863121 0 488.4878114 2300.272693 1.096612836e-15 1.628489335e-15 8.203162136e-16 5.330332193e-16 29938.81351 6499.810615 42660.89284 4246.795407 671.3415883 5124.426972 2013.396669 23342.54911 0 12656.60069 1.055387641e-15 2483.493435 3494.313411 667.707381 8.479640278e-16 9251.892408 2.662911747e-16 10646.84448 8.034423746e-16 0 5443.759648 3533.479885 6758.301579 1952.828965 232.6074195 8.521942762e-16 4801.404403 2203.183601 7553.521559 2466.861098 2897.176589 21335.97358 1.298768929e-15 11652.25786 2673.901629 10616.02048 5997.682536 393.9655586 24.14656082 5.084764706e-16 1359.623489 0 8330.006111 1247.018162 12350.71025 9823.983894 12254.02094 4375.872377 3327.868821 21720.07492 2753.21356 26296.15719 1.088305132e-15 0 1.480664474e-15 4.865076825e-16 13350.91204 4.813654102e-16 8729.925952 1.330637959e-15 372.1689957 6.000432206e-16 1791.641707 15224.52933 7.448770069e-16 1057.383533 7486.036613 29940.12248 6550.08327 429.2703991 8.258385813e-16 94.05590136 2.636140212e-16 28048.54088 5.715905496e-16 3216.499604 15.2038838 5884.19383 21941.31875 5860.062047 1.399635131e-15 0 1801.949907 3005.794138 9427.220266 2.823671598e-16 8.1276372e-16 10404.48267 799.4810705 0 5.312244529e-16 13169.38 5.73562573e-16 1.810400117e-15 1.944774204e-15 2.30408633e-16 3057.814337 4957.210428 5914.630458 9.359814315e-16 15288.99767 12032.73733 13820.59331 30022.0738 0 5.705191254e-16 7901.831767 22640.3123 1137.28779 3821.771438 2.43653142e-16 4787.420757 0 2.342663688e-16 3102.540269 939.0672607 5.159878957e-16 9788.707296 1.363580543e-15 148.9543396 0 21885.11797 2850.947176 123.1607365 0 7690.439584 5085.516048 10781.40383 1.04151899e-15 6572.890934 5554.257775 14371.86034 0 11435.26071 14437.52186 30013.7579 2565.765099 5.65876538e-16 2.631644996e-16 14430.02436 5157.509309 3.199259365e-16 2.941650166e-16 2.567704589e-16 2.719012854e-16 524.1844319 12892.88784 1.132967887e-15 900.7605292 0 
